num,address,point/0,point/1
153,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Кораблестроителей, д. 21, корп. 3 (здание школы №12)",,
154,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, Морская наб., д. 15, корп. 2 (здание гимназии №642)",59.9409662,30.2122258
155,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Кораблестроителей, д. 20, корп. 3 (здание общежития СПбГУ)",,
156,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Кораблестроителей, д. 18 (здание Колледжа судостроения и прикладных технологий №25)",,
157,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Кораблестроителей, д. 18 (здание Колледжа судостроения и прикладных технологий №25)",,
158,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Наличная, д. 46, корп. 1 (здание общежития Горного университета)",,
159,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Наличная, д. 44, корп. 4 (здание гимназии №586)",,
160,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Наличная, д. 44, корп. 4 (здание гимназии №586)",,
161,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Наличная, д. 44, корп. 4 (здание гимназии №586)",,
162,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Наличная, д. 44, корп. 5 (здание школы №16)",59.9537586,30.2240221
163,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Наличная, д. 44, корп. 5 (здание школы №16)",59.9537586,30.2240221
164,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Наличная, д. 44, корп. 5 (здание школы №16)",59.9537586,30.2240221
165,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 37, корп. 5 (здание гимназии №586)",59.9537586,30.2240221
166,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 37, корп. 5 (здание гимназии №586)",59.9537586,30.2240221
167,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 38, корп. 2 (здание школы №31)",59.9537586,30.2240221
168,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 38, корп. 2 (здание школы №31)",59.9537586,30.2240221
169,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 38, корп. 2 (здание школы №31)",59.9537586,30.2240221
170,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 38, корп. 2 (здание школы №31)",59.9537586,30.2240221
171,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 38, корп. 2 (здание школы №31)",59.9537586,30.2240221
172,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 42, корп. 2 (здание школы №10)",59.9537586,30.2240221
173,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 42, корп. 2 (здание школы №10)",59.9537586,30.2240221
174,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, ул. Кораблестроителей, д. 42, корп. 2 (здание школы № 10)",59.9537586,30.2240221
175,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, пр. КИМа, д. 11Б (здание школы №18)",,
176,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, пер. Каховского, д. 9 (здание Академической гимназии СПбГУ)",,
177,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, пер. Каховского, д. 2Б(здание школы-интерната №576)",,
178,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, пер. Каховского, д. 2Б (здание школы-интерната № 576)",,
179,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Остров Декабристов, пр. КИМа, д. 11Б (здание школы № 18)",,
180,"199106, Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, Малый пр. В.О., д. 66 (здание СДЮШОР Василеостровкого р-на)",,
181,"199000, город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Наличная, д. 32 корп. 2 (здание школы №2)",,
576,"198095, Город Санкт-Петербург, Кировский район, муниципальное образование муниципальный округ Нарвский округ, ул. Ивана Черных, д.11 лит.А, (Государственное бюджетное образовательное учреждение общеобразовательная школа  №565 Кировского района Санкт-Петербурга )",,
